f1,f2
1098.193359375,651.37939453125
882.861328125,484.4970703125
1055.126953125,543.71337890625
602.9296875,290.6982421875
775.1953125,2174.853515625
1162.79296875,624.462890625
1141.259765625,559.86328125
968.994140625,511.41357421875
1248.92578125,559.86328125
1012.060546875,500.64697265625
1033.59375,355.2978515625
947.4609375,479.11376953125
1227.392578125,672.91259765625
1141.259765625,543.71337890625
882.861328125,446.81396484375
968.994140625,522.18017578125
882.861328125,306.84814453125
1162.79296875,527.5634765625
1012.060546875,522.18017578125
1098.193359375,419.8974609375
1227.392578125,581.396484375
1141.259765625,576.01318359375
1076.66015625,527.5634765625
1119.7265625,683.67919921875
818.26171875,317.61474609375
1098.193359375,699.8291015625
968.994140625,479.11376953125
1162.79296875,807.4951171875
1098.193359375,602.9296875
1162.79296875,565.24658203125
1894.921875,1125.10986328125
1098.193359375,597.54638671875
1012.060546875,527.5634765625
1076.66015625,559.86328125
1184.326171875,613.6962890625
1162.79296875,651.37939453125
1162.79296875,656.7626953125
1141.259765625,506.0302734375
947.4609375,506.0302734375
1248.92578125,538.330078125
1033.59375,576.01318359375
1162.79296875,484.4970703125
990.52734375,522.18017578125
1184.326171875,667.529296875
1205.859375,559.86328125
1162.79296875,613.6962890625
1012.060546875,506.0302734375
1248.92578125,538.330078125
1055.126953125,355.2978515625
1076.66015625,543.71337890625
1141.259765625,570.6298828125
1248.92578125,662.14599609375
1248.92578125,597.54638671875
1055.126953125,559.86328125
1119.7265625,532.94677734375
1291.9921875,586.77978515625
1141.259765625,613.6962890625
1162.79296875,662.14599609375
1098.193359375,683.67919921875
1119.7265625,592.1630859375
1119.7265625,586.77978515625
1162.79296875,414.51416015625
1098.193359375,500.64697265625
